uno_pc_time_sec,uno_edge_us,mega_evt_pc_time_sec,mega_evt_us,tag,value,dropped_reported
1778961566.406364,643464568,1778961543.884724,622304468,SENSOR,Wait Sensor,0
1778961566.406364,643465452,1778961544.258850,622680188,SENSOR,Wait Sensor,0
1778961566.406364,643466348,1778961544.537789,622966964,SENSOR,Wait Sensor,0
1778961566.406364,643467256,1778961545.281193,623703184,SENSOR,Wait Sensor,0
1778961567.026271,644108096,1778961545.472214,623902796,SENSOR_FAST,Gate,0
1778961568.274406,645347012,1778961545.688823,624112820,SENSOR,WM2,0
1778961568.712529,645785912,1778961546.545442,624974952,SENSOR,Lick Left,0
1778961569.461254,646518388,1778961557.342020,635752568,SENSOR,Left Back,0
1778961569.958668,647039084,1778961560.587432,638993600,SENSOR,Left Front,0
1778961570.206490,647268292,1778961561.519747,639935572,SENSOR,Return Left,0
1778961571.387928,648475492,1778961566.359203,644773948,SENSOR,WM1,0
1778961581.482378,658567852,1778961566.359203,644774832,CUE1,13000,0
1778961582.164458,659256360,1778961566.359203,644775732,CUE2,13000,0
1778961582.600403,659673752,1778961566.361225,644776640,CORRECT_TURN,Right,0
1778961585.089385,662161752,1778961566.994928,645418080,SENSOR,Wait Sensor,0
1778961589.703147,666732732,1778961568.242680,646658152,SENSOR,Wait Sensor,0
1778961589.703147,666733640,1778961568.681982,647097468,SENSOR,Wait Sensor,0
1778961589.703147,666734528,1778961569.413435,647830624,SENSOR,Wait Sensor,0
1778961589.703147,666735432,1778961569.934480,648351808,SENSOR_FAST,Gate,0
1778961590.143214,667198276,1778961570.162257,648581232,SENSOR,WM2,0
1778961591.697380,668727640,1778961571.379506,649789560,SENSOR,Lick Right,0
1778961593.191396,670263168,1778961581.483376,659891360,SENSOR,Right Back,0
1778961593.439372,670476168,1778961582.164458,660580512,SENSOR,Right Front,0
1778961594.311451,671383480,1778961582.585301,660998296,SENSOR,Return Right,0
1778961600.012614,677037852,1778961585.073364,663488624,SENSOR,Return Right,0
1778961601.513509,678540732,1778961589.658920,668063872,SENSOR,WM1,0
1778961602.073085,679130024,1778961589.658920,668064780,CUE1,13000,0
1778961602.515560,679525836,1778961589.659429,668065672,CUE2,13000,0
1778961604.070514,681083904,1778961589.659429,668066576,CORRECT_TURN,Right,0
1778961604.070514,681084788,1778961590.112839,668529852,SENSOR,Wait Sensor,0
1778961604.070514,681085684,1778961591.651360,670060648,SENSOR,Wait Sensor,0
1778961604.070514,681086588,1778961593.198686,671597608,SENSOR_FAST,Gate,0
1778961604.509889,681560780,1778961593.393290,671810808,SENSOR,WM2,0
1778961606.315719,683350060,1778961594.311451,672718972,SENSOR,Lick Right,0
1778961606.812296,683851292,1778961599.965545,678378632,SENSOR,Lick Right,0
1778961607.622551,684648256,1778961601.467120,679882920,SENSOR,Right Back,0
1778961607.871528,684903056,1778961602.061100,680472760,SENSOR,Right Front,0
1778961608.690302,685751116,1778961602.465326,680868940,SENSOR,Return Right,0
1778961613.855567,690911404,1778961604.023577,682428468,SENSOR,WM1,0
1778961616.971251,694010052,1778961604.024752,682429352,CUE1,13000,0
1778961623.020311,700054252,1778961604.025814,682430248,CUE2,13000,0
1778961623.020311,700055136,1778961604.025814,682431152,CORRECT_TURN,Right,0
1778961623.020311,700056036,1778961604.493743,682905792,SENSOR,Wait Sensor,0
1778961623.020311,700056944,1778961606.284639,684696744,SENSOR,Wait Sensor,0
1778961623.332819,700344752,1778961606.797519,685198444,SENSOR,Wait Sensor,0
1778961623.832578,700874796,1778961607.591467,685996156,SENSOR_FAST,Gate,0
1778961625.389649,702419624,1778961607.839469,686251192,SENSOR,WM2,0
1778961626.065265,703092724,1778961608.690302,687100044,SENSOR,Lick Right,0
1778961626.508357,703549920,1778961613.855567,692265160,SENSOR,Right Back,0
1778961626.757991,703797584,1778961614.419590,692827332,SENSOR,Right Front,0
1778961627.633110,704619144,1778961615.571255,693974124,SENSOR,Return Right,0
1778961634.056595,711065380,1778961616.961415,695366708,SENSOR,Return Right,0
1778961634.615666,711629068,1778961623.020311,701416560,SENSOR,WM1,0
1778961635.054202,712027988,1778961623.021313,701417444,CUE1,13000,0
1778961636.309049,713314976,1778961623.021313,701418344,CUE2,13000,0
1778961636.309049,713315868,1778961623.021313,701419252,CORRECT_TURN,Right,0
1778961636.309049,713316716,1778961623.302523,701707332,SENSOR,WM1,0
1778961636.309049,713317568,1778961623.832578,702237868,SENSOR,Wait Sensor,0
1778961636.739005,713725220,1778961625.377758,703784144,SENSOR,Wait Sensor,0
1778961637.919617,714922232,1778961626.057079,704457872,SENSOR,Wait Sensor,0
1778961638.982888,716001480,1778961626.508357,704915496,SENSOR_FAST,Gate,0
1778961639.859210,716830076,1778961626.757991,705163400,SENSOR,WM2,0
1778961640.047214,717035764,1778961627.585409,705985716,SENSOR,Lick Right,0
1778961640.913133,717902292,1778961634.046742,712437984,SENSOR,Right Back,0
1778961647.857573,724862032,1778961634.599622,713002200,SENSOR,Right Front,0
1778961648.417478,725413476,1778961635.007879,713401488,SENSOR,Return Right,0
1778961648.857276,725833888,1778961636.286779,714689684,SENSOR,WM1,0
1778961650.347372,727327604,1778961636.288106,714690576,CUE1,4000,0
1778961650.347372,727328496,1778961636.289139,714691420,CUE2,4000,0
1778961650.347372,727329344,1778961636.292518,714692276,CORRECT_TURN,Left,0
1778961650.347372,727330196,1778961636.707994,715100308,SENSOR,Wait Sensor,0
1778961650.659442,727629364,1778961637.903558,716298440,SENSOR,Wait Sensor,0
1778961652.223194,729184496,1778961638.982888,717378696,SENSOR,Wait Sensor,0
1778961653.157654,730122584,1778961639.812863,718208068,SENSOR_FAST,Gate,0
1778961653.856996,730854984,1778961640.015996,718413948,SENSOR,WM2,0
1778961654.109292,731077048,1778961640.888349,719281284,SENSOR,Lick Left,0
1778961655.043110,732014164,1778961647.857573,726247532,SENSOR,Left Back,0
1778961664.531101,741506012,1778961648.401313,726799492,SENSOR,Left Front,0
1778961665.093221,742065672,1778961648.822272,727220296,SENSOR,Return Left,0
1778961665.466680,742427648,1778961650.315948,728715408,SENSOR,WM1,0
1778961666.775529,743760684,1778961650.317106,728716300,CUE1,4000,0
1778961666.775529,743761568,1778961650.320270,728717148,CUE2,4000,0
1778961666.775529,743762464,1778961650.321267,728718004,CORRECT_TURN,Left,0
1778961666.775529,743763368,1778961650.620415,729017452,SENSOR,Wait Sensor,0
1778961667.088165,744066704,1778961652.182484,730574036,SENSOR,Wait Sensor,0
1778961668.651148,745585840,1778961653.114077,731513004,SENSOR,Wait Sensor,0
1778961669.152238,746103556,1778961653.856996,732246088,SENSOR_FAST,Gate,0
1778961670.086454,747047864,1778961654.076535,732468360,SENSOR,WM2,0
1778961670.273144,747253340,1778961655.012983,733406352,SENSOR,Lick Left,0
1778961670.523257,747462224,1778961664.516281,742907068,SENSOR,Left Back,0
1778961671.457319,748409428,1778961665.078094,743467248,SENSOR,Left Front,0
1778961679.077517,756047564,1778961665.435325,743829560,SENSOR,Return Left,0
1778961679.764394,756705360,1778961666.776526,745163844,SENSOR,WM1,0
1778961680.137542,757095068,1778961666.776526,745164728,CUE1,13000,0
1778961681.574168,758508944,1778961666.776526,745165628,CUE2,13000,0
1778961681.574168,758509832,1778961666.777533,745166536,CORRECT_TURN,Right,0
1778961681.574168,758510680,1778961667.088165,745470152,SENSOR,Wait Sensor,0
1778961681.574168,758511536,1778961668.604292,746990704,SENSOR,Wait Sensor,0
1778961682.071133,758988756,1778961669.121231,747508908,SENSOR,Wait Sensor,0
1778961682.819528,759787764,1778961670.058045,748454100,SENSOR,Wait Sensor,0
1778961683.191531,760112052,1778961670.273144,748659768,SENSOR_FAST,Gate,0
1778961683.881154,760823156,1778961670.481293,748868844,SENSOR,WM2,0
1778961684.126296,761066620,1778961671.426006,749816936,SENSOR,Lick Right,0
1778961684.873424,761840068,1778961679.077517,757462212,SENSOR,Right Back,0
1778961685.063498,762029180,1778961679.738208,758120620,SENSOR,Right Front,0
1778961685.311146,762278796,1778961680.122303,758510696,SENSOR,Return Right,0
1778961686.122366,763090104,1778961681.545370,759925892,SENSOR,WM1,0
1778961692.729062,769686684,1778961681.545370,759926776,CUE1,4000,0
1778961693.292433,770212604,1778961681.545370,759927632,CUE2,4000,0
1778961694.913792,771853440,1778961681.546623,759928488,CORRECT_TURN,Left,0
1778961698.346518,775265288,1778961682.024682,760406152,SENSOR,Wait Sensor,0
1778961703.942448,780881820,1778961682.820524,761205908,SENSOR,Wait Sensor,0
1778961704.563147,781476216,1778961683.146093,761530500,SENSOR,Wait Sensor,0
1778961714.353471,791267768,1778961683.862153,762242268,SENSOR,Wait Sensor,0
1778961714.353471,791268652,1778961684.095485,762485960,SENSOR,Wait Sensor,0
1778961714.353471,791269504,1778961684.873424,763260128,SENSOR,Wait Sensor,0
1778961714.353471,791270360,1778961685.064562,763449416,SENSOR_FAST,Gate,0
1778961714.728540,791634120,1778961685.311146,763699268,SENSOR,WM2,0
1778961716.791224,793704760,1778961686.128284,764511336,SENSOR,Lick Left,0
1778961718.160393,795042868,1778961692.729062,771114080,SENSOR,Left Back,0
1778961718.408940,795307884,1778961693.262351,771640492,SENSOR,Left Front,0
1778961719.343675,796247032,1778961694.901082,773282860,SENSOR,Return Left,0
1778961727.465594,804357720,1778961698.322341,776697900,SENSOR,Return Left,0
1778961728.088599,804961356,1778961703.942448,782319680,SENSOR,Return Left,0
1778961728.465177,805352076,1778961704.532431,782914636,SENSOR,Return Left,0
1778961735.331416,812199228,1778961714.337536,792715344,SENSOR,WM1,0
1778961735.331416,812200116,1778961714.337536,792716228,CUE1,4000,0
1778961735.331416,812200968,1778961714.338559,792717084,CUE2,4000,0
1778961735.331416,812201824,1778961714.341383,792717936,CORRECT_TURN,Left,0
1778961735.829875,812721044,1778961714.712526,793082040,SENSOR,Wait Sensor,0
1778961736.831492,813727724,1778961716.775327,795154616,SENSOR,Wait Sensor,0
1778961737.143803,814022348,1778961718.113538,796493972,SENSOR_FAST,Gate,0
1778961739.468606,816328224,1778961718.377997,796759232,SENSOR,WM2,0
1778961739.656895,816557456,1778961719.330064,797699264,SENSOR,Lick Left,0
1778961740.590411,817456740,1778961727.452110,805817540,SENSOR,Left Back,0
1778961749.019059,825897788,1778961728.057428,806421736,SENSOR,Left Front,0
1778961749.703066,826586360,1778961728.435639,806812824,SENSOR,Return Left,0
1778961755.129046,831974732,1778961735.300120,813666384,SENSOR,WM1,0
1778961758.311486,835137984,1778961735.300120,813667268,CUE1,4000,0
1778961759.059354,835930904,1778961735.300120,813668124,CUE2,4000,0
1778961761.306364,838155824,1778961735.301630,813668976,CORRECT_TURN,Left,0
1778961763.302231,840140652,1778961735.814664,814188684,SENSOR,Wait Sensor,0
1778961763.302231,840141540,1778961736.831492,815196308,SENSOR,Wait Sensor,0
1778961763.302231,840142432,1778961737.126771,815491208,SENSOR,Wait Sensor,0
1778961763.302231,840143336,1778961739.424349,817799240,SENSOR,Gate,0
1778961763.737578,840607160,1778961739.663989,818028684,SENSOR,WM2,0
1778961765.429099,842247108,1778961740.559173,818928812,SENSOR,Lick Left,0
1778961766.800474,843662940,1778961749.019059,827377756,SENSOR,Lick Left,0
1778961767.053692,843868676,1778961749.704065,828066972,SENSOR,Lick Left,0
1778961767.920042,844748408,1778961755.099209,833460388,SENSOR,Lick Left,0
1778961776.478935,853276536,1778961758.264816,836626596,SENSOR,Left Back,0
1778961780.042634,856858248,1778961759.060389,837420260,SENSOR,Left Front,0
1778961782.662224,859500676,1778961761.290592,839647264,SENSOR,Return Left,0
1778961785.838941,862627144,1778961763.271160,841633948,SENSOR,WM1,0
1778961785.838941,862628032,1778961763.272480,841634836,CUE1,13000,0
1778961785.838941,862628876,1778961763.272480,841635728,CUE2,13000,0
1778961785.838941,862629732,1778961763.274605,841636632,CORRECT_TURN,Right,0
1778961786.209751,863042484,1778961763.738763,842100892,SENSOR,Wait Sensor,0
1778961787.212682,864046080,1778961765.377475,843742376,SENSOR,Wait Sensor,0
1778961788.209528,865038384,1778961766.801471,845159532,SENSOR_FAST,Gate,0
1778961788.645551,865442572,1778961767.002305,845365460,SENSOR,WM2,0
1778961789.330347,866142176,1778961767.890371,846246012,SENSOR,Lick Right,0
1778961789.517667,866351968,1778961776.417241,854782124,SENSOR,Right Back,0
1778961790.393573,867197108,1778961780.012132,858367188,SENSOR,Right Front,0
1778961800.348907,877143068,1778961782.669069,861012088,SENSOR,Return Right,0
1778961801.220672,878029076,1778961785.780922,864141480,SENSOR,WM1,0
1778961804.897578,881662844,1778961785.781428,864142372,CUE1,4000,0
1778961806.149013,882953892,1778961785.785005,864143220,CUE2,4000,0
1778961807.709524,884477248,1778961785.794780,864144072,CORRECT_TURN,Left,0
1778961807.709524,884478132,1778961786.209751,864557212,SENSOR,Wait Sensor,0
1778961807.709524,884479028,1778961787.212682,865561744,SENSOR,Wait Sensor,0
1778961807.709524,884479936,1778961788.194561,866554980,SENSOR,Wait Sensor,0
1778961808.021553,884791348,1778961788.598727,866959548,SENSOR,Wait Sensor,0
1778961809.143603,885934056,1778961789.301472,867659804,SENSOR_FAST,Gate,0
1778961810.580584,887335628,1778961789.517667,867869800,SENSOR,WM2,0
1778961811.203870,887958580,1778961790.364732,868715724,SENSOR,Lick Left,0
1778961811.392596,888206316,1778961800.318083,878670988,SENSOR,Left Back,0
1778961812.203354,889003272,1778961801.204705,879557828,SENSOR,Left Front,0
1778961817.051361,893830920,1778961804.838856,883195000,SENSOR,Return Left,0
1778961817.674284,894428392,1778961806.133080,884487256,SENSOR,Return Left,0
1778961818.045956,894825304,1778961807.662356,886012032,SENSOR,WM1,0
1778961819.416914,896178840,1778961807.662356,886012920,CUE1,13000,0
1778961819.416914,896179732,1778961807.663584,886013816,CUE2,13000,0
1778961819.416914,896180576,1778961807.663584,886014724,CORRECT_TURN,Right,0
1778961819.416914,896181432,1778961807.974505,886326428,SENSOR,Wait Sensor,0
1778961821.599509,898357928,1778961809.132485,887470204,SENSOR,Wait Sensor,0
1778961828.418856,905205088,1778961810.518945,888873088,SENSOR,Wait Sensor,0
1778961829.105505,905869024,1778961811.141347,889496624,SENSOR_FAST,Gate,0
1778961832.093266,908869640,1778961811.392596,889744592,SENSOR,WM2,0
1778961839.759951,916504648,1778961812.189766,890542292,SENSOR,Lick Right,0
1778961840.695554,917456000,1778961817.024626,895374464,SENSOR,Right Back,0
1778961841.505351,918232600,1778961817.626689,895972492,SENSOR,Right Front,0
1778961842.191517,918953800,1778961818.025589,896369776,SENSOR,Return Right,0
1778961852.293580,929009312,1778961819.374606,897724580,SENSOR,WM1,0
1778961852.731483,929464472,1778961819.374606,897725472,CUE1,4000,0
1778961855.976620,932723852,1778961819.378685,897726320,CUE2,4000,0
1778961855.976620,932724752,1778961819.382277,897727172,CORRECT_TURN,Left,0
1778961855.976620,932725604,1778961821.556191,899905708,SENSOR,Wait Sensor,0
1778961855.976620,932726460,1778961828.418856,906759276,SENSOR,Gate,0
1778961856.414923,933157712,1778961829.077003,907423836,SENSOR,WM2,0
1778961857.476598,934231964,1778961832.079320,910427256,SENSOR,Lick Right,0
1778961858.912401,935623268,1778961839.728572,918069420,SENSOR,Lick Right,0
1778961859.315603,936035600,1778961840.682218,919021660,SENSOR,Lick Right,0
1778961859.566764,936266740,1778961841.459678,919798984,SENSOR,Lick Right,0
1778961859.755454,936481592,1778961842.176416,920520860,SENSOR,Lick Right,0
1778961860.627028,937353168,1778961848.921675,927249508,SENSOR,Lick Right,0
1778961866.572423,943308324,1778961851.548168,929880180,SENSOR,Right Back,0
1778961869.754489,946462356,1778961852.247299,930585792,SENSOR,Right Front,0
1778961871.383644,948117700,1778961852.701638,931041376,SENSOR,Return Right,0
1778961874.067580,950808256,1778961855.962605,934303808,SENSOR,WM1,0
1778961892.464788,969170760,1778961855.965888,934304712,CUE1,4000,0
1778961929.521521,1006192624,1778961855.965888,934305564,CUE2,4000,0
1778961929.583440,1006193560,1778961855.969984,934306416,CORRECT_TURN,Left,0
1778961929.583440,1006194504,1778961856.402389,934738072,SENSOR,Wait Sensor,0
1778961929.590632,1006195464,1778961857.476598,935813336,SENSOR,Wait Sensor,0
1778961930.143476,1006809548,1778961858.865778,937205940,SENSOR,Wait Sensor,0
1778961931.641004,1008272460,1778961859.284600,937618660,SENSOR,Wait Sensor,0
1778961931.891327,1008550676,1778961859.519979,937850016,SENSOR_FAST,Gate,0
1778961932.577965,1009219852,1778961859.725395,938065068,SENSOR,WM2,0
1778961932.849205,1009493960,1778961860.597824,938937464,SENSOR,Lick Left,0
1778961933.089023,1009714888,1778961866.572423,944898196,SENSOR,Lick Left,0
1778961933.338514,1009967580,1778961869.723225,948055184,SENSOR,Left Back,0
1778961934.211390,1010850500,1778961871.383644,949712076,SENSOR,Left Back,0
1778961941.631382,1018287008,1778961874.069693,952405152,SENSOR,Left Front,0
1778961942.627687,1019239468,1778961892.467634,970784864,SENSOR,Return Left,0
1778961944.126202,1020774992,1778961929.522729,1007841432,SENSOR,WM1,0
1778961945.557357,1022204152,1778961929.526003,1007842368,CUE1,13000,0
1778961946.805616,1023448212,1778961929.526003,1007843312,CUE2,13000,0
1778961950.484817,1027122940,1778961929.530473,1007844272,CORRECT_TURN,Right,0
1778961950.484817,1027123872,1778961930.144607,1008458932,SENSOR,Wait Sensor,0
1778961950.484817,1027124776,1778961931.609134,1009923220,SENSOR,Wait Sensor,0
1778961950.484817,1027125688,1778961931.899305,1010201696,SENSOR,Wait Sensor,0
1778961951.108438,1027713256,1778961932.560718,1010871496,SENSOR,Wait Sensor,0
1778961952.539738,1029173200,1778961932.827216,1011145864,SENSOR,Wait Sensor,0
1778961954.054240,1030642220,1778961933.058270,1011367000,SENSOR_FAST,Gate,0
1778961954.242488,1030859092,1778961933.309115,1011619928,SENSOR,WM2,0
1778961955.115541,1031714448,1778961934.196630,1012503672,SENSOR,Lick Right,0
1778961960.905719,1037524240,1778961941.633480,1019947156,SENSOR,Right Back,0
1778961961.775071,1038373384,1778961942.596731,1020900504,SENSOR,Right Front,0
1778961963.950554,1040552452,1778961944.126202,1022437472,SENSOR,Return Right,0
1778961965.448029,1042070644,1778961945.557357,1023867972,SENSOR,Return Right,0
1778961967.879181,1044447136,1778961946.805616,1025113196,SENSOR,Return Right,0
1778961971.620785,1048185268,1778961950.485814,1028791368,SENSOR,WM1,0
1778961973.682725,1050281564,1778961950.485814,1028792300,CUE1,4000,0
1778961974.748972,1051306716,1778961950.485814,1028793208,CUE2,4000,0
1778961976.552244,1053124668,1778961950.485814,1028794112,CORRECT_TURN,Left,0
1778961981.100602,1057702776,1778961951.077419,1029382240,SENSOR,Wait Sensor,0
1778961987.718119,1064261380,1778961952.539738,1030843548,SENSOR,Wait Sensor,0
1778961988.901403,1065460448,1778961954.007690,1032313948,SENSOR_FAST,Gate,0
1778961989.524847,1066091656,1778961954.237125,1032531024,SENSOR,WM2,0
1778961990.213643,1066805760,1778961955.082371,1033387184,SENSOR,Lick Left,0
1778961999.890893,1076472472,1778961960.891506,1039202420,SENSOR,Left Back,0
1778961999.890893,1076473408,1778961961.746209,1040052364,SENSOR,Left Front,0
1778961999.890893,1076474308,1778961963.934909,1042233472,SENSOR,Return Left,0
1778961999.953884,1076475204,1778961965.448627,1043753088,SENSOR,Return Left,0
1778962001.137336,1077710352,1778961967.831897,1046131808,SENSOR,Return Left,0
1778962003.552498,1080094944,1778961971.573261,1049873444,SENSOR,Return Left,0
1778962003.798701,1080321168,1778961973.672809,1051971704,SENSOR,Left Front,0
1778962004.736858,1081295028,1778961974.697797,1052997816,SENSOR,Left Back,0
1778962015.261626,1091792472,1778961976.512816,1054817472,SENSOR,Lick Left,0
1778962015.512053,1092027812,1778961981.101605,1059399868,SENSOR,Lick Left,0
1778962016.011325,1092565928,1778961987.671478,1065964620,SENSOR,Lick Left,0
1778962016.695746,1093215540,1778961988.880579,1067164812,SENSOR,Left Back,0
1778962017.692725,1094237492,1778961989.496389,1067796612,SENSOR,Left Front,0
1778962018.313485,1094838084,1778961990.213643,1068511384,SENSOR,Return Left,0
1778962026.107251,1102615220,1778961999.891395,1078187160,SENSOR,WM1,0
1778962029.406909,1105950272,1778961999.891395,1078188096,CUE1,4000,0
1778962029.406909,1105951204,1778961999.892663,1078188996,CUE2,4000,0
1778962029.406909,1105952152,1778961999.895816,1078189892,CORRECT_TURN,Left,0
1778962029.470210,1105953108,1778962001.137336,1079426200,SENSOR,Wait Sensor,0
1778962029.844997,1106372844,1778962003.522290,1081813028,SENSOR_FAST,Gate,0
1778962030.593071,1107096192,1778962003.752887,1082039464,SENSOR,WM2,0
1778962031.841634,1108366760,1778962004.721610,1083014240,SENSOR,Lick Left,0
1778962032.338631,1108849648,1778962015.232877,1093521528,SENSOR,Lick Left,0
1778962032.964476,1109474612,1778962015.465136,1093757092,SENSOR,Lick Left,0
1778962033.149588,1109683452,1778962016.011325,1094295712,SENSOR,Left Back,0
1778962034.081823,1110611276,1778962016.652358,1094945932,SENSOR,Left Front,0
1778962039.320704,1115816576,1778962017.677341,1095968844,SENSOR,Return Left,0
1778962040.318895,1116792536,1778962018.283294,1096570000,SENSOR,Return Left,0
1778962040.943196,1117448348,1778962026.063731,1104354432,SENSOR,Return Left,0
1778962041.381450,1117870772,1778962029.406909,1107692616,SENSOR,WM1,0
1778962043.872514,1120395648,1778962029.406909,1107693544,CUE1,13000,0
1778962043.872514,1120396584,1778962029.406909,1107694496,CUE2,13000,0
1778962043.872514,1120397480,1778962029.410181,1107695456,CORRECT_TURN,Right,0
1778962043.872514,1120398380,1778962029.828842,1108115580,SENSOR,Wait Sensor,0
1778962044.492949,1120964492,1778962030.561803,1108839608,SENSOR,Wait Sensor,0
1778962045.552502,1122040760,1778962031.825524,1110111368,SENSOR,Wait Sensor,0
1778962045.925855,1122439700,1778962032.307409,1110594712,SENSOR,Wait Sensor,0
1778962046.423649,1122948236,1778962032.933187,1111220260,SENSOR_FAST,Gate,0
1778962047.485465,1123987464,1778962033.149588,1111429296,SENSOR,WM2,0
1778962047.737547,1124237112,1778962034.081823,1112357992,SENSOR,Lick Right,0
1778962048.610705,1125117040,1778962039.288797,1117568176,SENSOR,Lick Right,0
1778962057.787986,1134286568,1778962040.259937,1118545052,SENSOR,Right Back,0
1778962058.414703,1134922808,1778962040.914831,1119201480,SENSOR,Right Front,0
1778962058.852883,1135328924,1778962041.347943,1119624300,SENSOR,Return Right,0
1778962060.597700,1137090668,1778962043.872514,1122151544,SENSOR,WM1,0
1778962060.597700,1137091628,1778962043.872514,1122152476,CUE1,4000,0
1778962060.597700,1137092520,1778962043.873700,1122153380,CUE2,4000,0
1778962060.597700,1137093424,1778962043.873700,1122154284,CORRECT_TURN,Left,0
1778962060.972601,1137472324,1778962044.446986,1122720920,SENSOR,Wait Sensor,0
1778962062.596220,1139096852,1778962045.522314,1123798196,SENSOR,Wait Sensor,0
1778962063.218379,1139707660,1778962045.912894,1124197516,SENSOR,Wait Sensor,0
1778962064.117560,1140605748,1778962046.423649,1124706524,SENSOR,Wait Sensor,0
1778962064.372447,1140826864,1778962047.469513,1125746728,SENSOR_FAST,Gate,0
1778962065.363492,1141809916,1778962047.711454,1125996612,SENSOR,WM2,0
1778962073.975978,1150435248,1778962048.595537,1126877364,SENSOR,Lick Left,0
1778962074.974545,1151449000,1778962057.773971,1136055496,SENSOR,Left Back,0
1778962088.138955,1164587940,1778962058.415921,1136692336,SENSOR,Left Front,0
1778962092.627821,1169040152,1778962058.823148,1137098832,SENSOR,Return Left,0
1778962093.814979,1170264848,1778962060.582586,1138862228,SENSOR,WM1,0
1778962098.356899,1174769260,1778962060.583585,1138863188,CUE1,4000,0
1778962102.477567,1178907384,1778962060.594003,1138864080,CUE2,4000,0
1778962109.145754,1185537620,1778962060.594003,1138864988,CORRECT_TURN,Left,0
1778962112.262558,1188676320,1778962060.972601,1139244244,SENSOR,Wait Sensor,0
1778962112.262558,1188677260,1778962062.596220,1140870296,SENSOR,Wait Sensor,0
1778962112.262558,1188678168,1778962063.218379,1141481676,SENSOR,Wait Sensor,0
1778962112.262558,1188679072,1778962064.102482,1142380608,SENSOR_FAST,Gate,0
1778962112.638987,1189049884,1778962064.322855,1142601932,SENSOR,WM2,0
1778962114.198622,1190598700,1778962065.305641,1143585904,SENSOR,Lick Left,0
1778962115.818512,1192232384,1778962073.947774,1152219332,SENSOR,Lick Left,0
1778962116.004377,1192442248,1778962074.958769,1153234036,SENSOR,Lick Left,0
1778962116.873808,1193294380,1778962088.122936,1166385312,SENSOR,Lick Left,0
1778962123.710724,1200139620,1778962092.582232,1170841700,SENSOR,Left Back,0
1778962124.335047,1200743156,1778962093.798926,1172067548,SENSOR,Left Front,0
1778962124.773899,1201161556,1778962098.310353,1176576188,SENSOR,Left Front,0
1778962125.455749,1201865388,1778962102.464233,1180718192,SENSOR,Left Front,0
1778962129.267787,1205674152,1778962109.100268,1187354660,SENSOR,Return Left,0
1778962131.202455,1207622088,1778962112.235954,1190496308,SENSOR,WM1,0
1778962131.202455,1207623024,1778962112.235954,1190497248,CUE1,4000,0
1778962131.202455,1207623924,1778962112.235954,1190498156,CUE2,4000,0
1778962131.264891,1207624832,1778962112.239234,1190499060,CORRECT_TURN,Left,0
1778962131.576845,1207958648,1778962112.611510,1190870224,SENSOR,Wait Sensor,0
1778962133.816775,1210231804,1778962114.166640,1192420492,SENSOR,Wait Sensor,0
1778962134.875450,1211253840,1778962115.790148,1194055708,SENSOR_FAST,Gate,0
1778962135.125900,1211506624,1778962116.004377,1194265768,SENSOR,WM2,0
1778962136.063231,1212442672,1778962116.860363,1195118704,SENSOR,Lick Left,0
1778962141.445812,1217841216,1778962123.710724,1201970368,SENSOR,Left Back,0
1778962142.445200,1218830576,1778962124.321773,1202574472,SENSOR,Left Front,0
1778962142.813924,1219210016,1778962124.744237,1202993260,SENSOR,Return Left,0
1778962143.948013,1220337348,1778962125.440475,1203697756,SENSOR,Return Left,0
1778962143.948013,1220338276,1778962129.259106,1207510088,SENSOR,Return Left,0
